position,CM
minutes,814.0
passes_completed,265.0
passes,314.0
dribbles_completed,28.0
dribbles,42.0
passes_completed_short,126.0
passes_short,146.0
passes_completed_medium,116.0
passes_medium,129.0
passes_completed_long,21.0
passes_long,29.0
passes_total_distance,4480.0
passes_free_kicks,1.0
through_balls,2.0
passes_pressure,53.0
passes_switches,7.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,9.0
dispossessed,19.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,11.0
shots_on_target,5.0
sca,32.0
gca,5.0
xg,0.6
crosses_into_penalty_area,4.0
passes_into_final_third,18.0
passes_into_penalty_area,14.0
progressive_passes,27.0
carry_progressive_distance,1936.0
assisted_shots,14.0
fouled,35.0
pens_won,2.0
tackles,13.0
interceptions,7.0
blocks,10.0
tackles_won,9.0
dribble_tackles,5.0
dribbles_vs,23.0
pressures,213.0
pressure_regains,67.0
clearances,1.0
errors,0.0
aerials_won,2.0
aerials_lost,7.0
ball_recoveries,70.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
