position,FW
minutes,1660.0
passes_completed,366.0
passes,573.0
dribbles_completed,34.0
dribbles,54.0
passes_completed_short,260.0
passes_short,362.0
passes_completed_medium,81.0
passes_medium,135.0
passes_completed_long,9.0
passes_long,26.0
passes_total_distance,4530.0
passes_free_kicks,0.0
through_balls,4.0
passes_pressure,166.0
passes_switches,2.0
crosses,17.0
corner_kicks,0.0
passes_intercepted,20.0
passes_blocked,40.0
dispossessed,42.0
goals,4.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,41.0
shots_on_target,14.0
sca,45.0
gca,4.0
xg,6.799999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,24.0
passes_into_penalty_area,10.0
progressive_passes,29.0
carry_progressive_distance,1620.0
assisted_shots,15.0
fouled,38.0
pens_won,0.0
tackles,17.0
interceptions,5.0
blocks,31.0
tackles_won,9.0
dribble_tackles,5.0
dribbles_vs,21.0
pressures,523.0
pressure_regains,153.0
clearances,8.0
errors,0.0
aerials_won,66.0
aerials_lost,80.0
ball_recoveries,88.0
pens_conceded,0.0
fouls,33.0
cards_yellow_red,0.0
