position,RB
minutes,1690.0
passes_completed,525.0
passes,743.0
dribbles_completed,9.0
dribbles,14.0
passes_completed_short,171.0
passes_short,198.0
passes_completed_medium,250.0
passes_medium,318.0
passes_completed_long,96.0
passes_long,208.0
passes_total_distance,10858.0
passes_free_kicks,14.0
through_balls,0.0
passes_pressure,101.0
passes_switches,27.0
crosses,17.0
corner_kicks,1.0
passes_intercepted,13.0
passes_blocked,15.0
dispossessed,10.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,0.0
sca,21.0
gca,1.0
xg,0.30000000000000004
crosses_into_penalty_area,5.0
passes_into_final_third,57.0
passes_into_penalty_area,10.0
progressive_passes,72.0
carry_progressive_distance,1724.0
assisted_shots,7.0
fouled,17.0
pens_won,0.0
tackles,56.0
interceptions,30.0
blocks,30.0
tackles_won,28.0
dribble_tackles,17.0
dribbles_vs,59.0
pressures,275.0
pressure_regains,68.0
clearances,83.0
errors,0.0
aerials_won,20.0
aerials_lost,18.0
ball_recoveries,202.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
