position,RB
minutes,697.0
passes_completed,259.0
passes,370.0
dribbles_completed,8.0
dribbles,10.0
passes_completed_short,109.0
passes_short,132.0
passes_completed_medium,110.0
passes_medium,146.0
passes_completed_long,33.0
passes_long,69.0
passes_total_distance,4777.0
passes_free_kicks,2.0
through_balls,1.0
passes_pressure,61.0
passes_switches,7.0
crosses,24.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,17.0
dispossessed,10.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,17.0
gca,1.0
xg,0.0
crosses_into_penalty_area,8.0
passes_into_final_third,26.0
passes_into_penalty_area,16.0
progressive_passes,40.0
carry_progressive_distance,879.0
assisted_shots,9.0
fouled,10.0
pens_won,0.0
tackles,14.0
interceptions,10.0
blocks,11.0
tackles_won,9.0
dribble_tackles,8.0
dribbles_vs,17.0
pressures,110.0
pressure_regains,44.0
clearances,23.0
errors,0.0
aerials_won,11.0
aerials_lost,10.0
ball_recoveries,62.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
