position,AM
minutes,90
passes_completed,19
passes,27
dribbles_completed,3
dribbles,7
passes_completed_short,10
passes_short,12
passes_completed_medium,5
passes_medium,9
passes_completed_long,1
passes_long,2
passes_total_distance,240
passes_free_kicks,0
through_balls,0
passes_pressure,10
passes_switches,0
crosses,2
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,3
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,1
gca,0
xg,0.2
crosses_into_penalty_area,1
passes_into_final_third,2
passes_into_penalty_area,2
progressive_passes,2
carry_progressive_distance,86
assisted_shots,1
fouled,1
pens_won,0
tackles,1
interceptions,1
blocks,1
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,32
pressure_regains,3
clearances,0
errors,0
aerials_won,2
aerials_lost,1
ball_recoveries,3
pens_conceded,0
fouls,2
cards_yellow_red,0
