position,AM
minutes,225.0
passes_completed,80.0
passes,104.0
dribbles_completed,4.0
dribbles,8.0
passes_completed_short,37.0
passes_short,47.0
passes_completed_medium,34.0
passes_medium,36.0
passes_completed_long,7.0
passes_long,17.0
passes_total_distance,1399.0
passes_free_kicks,2.0
through_balls,1.0
passes_pressure,30.0
passes_switches,5.0
crosses,3.0
corner_kicks,9.0
passes_intercepted,2.0
passes_blocked,4.0
dispossessed,4.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,10.0
gca,2.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,4.0
passes_into_penalty_area,6.0
progressive_passes,12.0
carry_progressive_distance,250.0
assisted_shots,4.0
fouled,6.0
pens_won,0.0
tackles,8.0
interceptions,2.0
blocks,3.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,81.0
pressure_regains,23.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,0.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
