position,CM
minutes,27
passes_completed,14
passes,17
dribbles_completed,1
dribbles,3
passes_completed_short,4
passes_short,4
passes_completed_medium,5
passes_medium,6
passes_completed_long,5
passes_long,6
passes_total_distance,349
passes_free_kicks,1
through_balls,0
passes_pressure,3
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,3
progressive_passes,5
carry_progressive_distance,48
assisted_shots,2
fouled,1
pens_won,0
tackles,0
interceptions,1
blocks,2
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,6
pressure_regains,3
clearances,1
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,4
pens_conceded,0
fouls,1
cards_yellow_red,0
