position,FW
minutes,196.0
passes_completed,36.0
passes,48.0
dribbles_completed,3.0
dribbles,7.0
passes_completed_short,17.0
passes_short,21.0
passes_completed_medium,13.0
passes_medium,18.0
passes_completed_long,5.0
passes_long,8.0
passes_total_distance,634.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,9.0
passes_switches,1.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,0.0
dispossessed,9.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,1.0
sca,3.0
gca,0.0
xg,0.9
crosses_into_penalty_area,2.0
passes_into_final_third,2.0
passes_into_penalty_area,2.0
progressive_passes,0.0
carry_progressive_distance,493.0
assisted_shots,2.0
fouled,1.0
pens_won,0.0
tackles,4.0
interceptions,2.0
blocks,1.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,59.0
pressure_regains,10.0
clearances,2.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,11.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
