position,DM
minutes,728.0
passes_completed,256.0
passes,332.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,88.0
passes_short,118.0
passes_completed_medium,140.0
passes_medium,161.0
passes_completed_long,24.0
passes_long,43.0
passes_total_distance,4870.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,90.0
passes_switches,8.0
crosses,0.0
corner_kicks,1.0
passes_intercepted,6.0
passes_blocked,6.0
dispossessed,6.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,3.0
sca,5.0
gca,2.0
xg,0.4
crosses_into_penalty_area,0.0
passes_into_final_third,24.0
passes_into_penalty_area,1.0
progressive_passes,24.0
carry_progressive_distance,450.0
assisted_shots,1.0
fouled,6.0
pens_won,0.0
tackles,15.0
interceptions,9.0
blocks,19.0
tackles_won,12.0
dribble_tackles,2.0
dribbles_vs,4.0
pressures,115.0
pressure_regains,36.0
clearances,29.0
errors,0.0
aerials_won,27.0
aerials_lost,28.0
ball_recoveries,116.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
