position,FW
minutes,1370.0
passes_completed,196.0
passes,282.0
dribbles_completed,18.0
dribbles,34.0
passes_completed_short,110.0
passes_short,152.0
passes_completed_medium,64.0
passes_medium,91.0
passes_completed_long,10.0
passes_long,15.0
passes_total_distance,2822.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,84.0
passes_switches,3.0
crosses,6.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,10.0
dispossessed,47.0
goals,2.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,33.0
shots_on_target,6.0
sca,27.0
gca,1.0
xg,5.2
crosses_into_penalty_area,0.0
passes_into_final_third,14.0
passes_into_penalty_area,7.0
progressive_passes,19.0
carry_progressive_distance,1196.0
assisted_shots,14.0
fouled,21.0
pens_won,0.0
tackles,8.0
interceptions,0.0
blocks,5.0
tackles_won,5.0
dribble_tackles,1.0
dribbles_vs,6.0
pressures,303.0
pressure_regains,106.0
clearances,12.0
errors,0.0
aerials_won,41.0
aerials_lost,82.0
ball_recoveries,55.0
pens_conceded,0.0
fouls,23.0
cards_yellow_red,1.0
