position,AM
minutes,1372.0
passes_completed,466.0
passes,632.0
dribbles_completed,35.0
dribbles,64.0
passes_completed_short,259.0
passes_short,305.0
passes_completed_medium,142.0
passes_medium,183.0
passes_completed_long,50.0
passes_long,113.0
passes_total_distance,7296.0
passes_free_kicks,31.0
through_balls,2.0
passes_pressure,122.0
passes_switches,23.0
crosses,22.0
corner_kicks,59.0
passes_intercepted,16.0
passes_blocked,19.0
dispossessed,34.0
goals,2.0
assists,2.0
pens_made,1.0
pens_att,1.0
shots_total,34.0
shots_on_target,8.0
sca,75.0
gca,6.0
xg,3.7000000000000006
crosses_into_penalty_area,1.0
passes_into_final_third,35.0
passes_into_penalty_area,17.0
progressive_passes,45.0
carry_progressive_distance,1928.0
assisted_shots,43.0
fouled,23.0
pens_won,0.0
tackles,18.0
interceptions,9.0
blocks,14.0
tackles_won,8.0
dribble_tackles,5.0
dribbles_vs,20.0
pressures,247.0
pressure_regains,78.0
clearances,9.0
errors,0.0
aerials_won,6.0
aerials_lost,11.0
ball_recoveries,88.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
