position,LB
minutes,926.0
passes_completed,461.0
passes,572.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,221.0
passes_short,248.0
passes_completed_medium,185.0
passes_medium,226.0
passes_completed_long,47.0
passes_long,72.0
passes_total_distance,7906.0
passes_free_kicks,13.0
through_balls,0.0
passes_pressure,81.0
passes_switches,8.0
crosses,19.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,19.0
dispossessed,3.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,20.0
gca,2.0
xg,0.2
crosses_into_penalty_area,3.0
passes_into_final_third,32.0
passes_into_penalty_area,8.0
progressive_passes,34.0
carry_progressive_distance,1339.0
assisted_shots,12.0
fouled,13.0
pens_won,0.0
tackles,18.0
interceptions,7.0
blocks,26.0
tackles_won,10.0
dribble_tackles,5.0
dribbles_vs,16.0
pressures,161.0
pressure_regains,61.0
clearances,28.0
errors,0.0
aerials_won,9.0
aerials_lost,10.0
ball_recoveries,108.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
