position,CM
minutes,98.0
passes_completed,63.0
passes,75.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,28.0
passes_short,30.0
passes_completed_medium,26.0
passes_medium,29.0
passes_completed_long,8.0
passes_long,14.0
passes_total_distance,1188.0
passes_free_kicks,4.0
through_balls,3.0
passes_pressure,12.0
passes_switches,8.0
crosses,1.0
corner_kicks,6.0
passes_intercepted,0.0
passes_blocked,2.0
dispossessed,4.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,2.0
gca,0.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,7.0
passes_into_penalty_area,3.0
progressive_passes,7.0
carry_progressive_distance,171.0
assisted_shots,2.0
fouled,3.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,0.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,26.0
pressure_regains,10.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,4.0
ball_recoveries,17.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
