position,LB
minutes,1656.0
passes_completed,906.0
passes,1127.0
dribbles_completed,17.0
dribbles,20.0
passes_completed_short,428.0
passes_short,492.0
passes_completed_medium,386.0
passes_medium,465.0
passes_completed_long,84.0
passes_long,142.0
passes_total_distance,15859.0
passes_free_kicks,23.0
through_balls,0.0
passes_pressure,156.0
passes_switches,28.0
crosses,31.0
corner_kicks,19.0
passes_intercepted,20.0
passes_blocked,43.0
dispossessed,10.0
goals,1.0
assists,2.0
pens_made,1.0
pens_att,2.0
shots_total,9.0
shots_on_target,0.0
sca,38.0
gca,6.0
xg,2.0
crosses_into_penalty_area,10.0
passes_into_final_third,72.0
passes_into_penalty_area,19.0
progressive_passes,102.0
carry_progressive_distance,3127.0
assisted_shots,19.0
fouled,16.0
pens_won,0.0
tackles,32.0
interceptions,14.0
blocks,42.0
tackles_won,16.0
dribble_tackles,13.0
dribbles_vs,37.0
pressures,229.0
pressure_regains,78.0
clearances,44.0
errors,0.0
aerials_won,15.0
aerials_lost,20.0
ball_recoveries,185.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
