position,LW
minutes,24
passes_completed,15
passes,16
dribbles_completed,0
dribbles,1
passes_completed_short,5
passes_short,5
passes_completed_medium,6
passes_medium,6
passes_completed_long,4
passes_long,5
passes_total_distance,369
passes_free_kicks,0
through_balls,1
passes_pressure,2
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,2
gca,1
xg,0.4
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,59
assisted_shots,1
fouled,0
pens_won,0
tackles,0
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,3
pressure_regains,0
clearances,1
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,3
pens_conceded,0
fouls,0
cards_yellow_red,0
