position,RB
minutes,90
passes_completed,36
passes,47
dribbles_completed,0
dribbles,0
passes_completed_short,14
passes_short,15
passes_completed_medium,14
passes_medium,20
passes_completed_long,7
passes_long,11
passes_total_distance,767
passes_free_kicks,1
through_balls,0
passes_pressure,5
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,5
gca,1
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,3
passes_into_penalty_area,3
progressive_passes,4
carry_progressive_distance,165
assisted_shots,2
fouled,2
pens_won,0
tackles,1
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,1
dribbles_vs,1
pressures,15
pressure_regains,2
clearances,2
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,10
pens_conceded,0
fouls,1
cards_yellow_red,0
