position,CB
minutes,667.0
passes_completed,371.0
passes,438.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,147.0
passes_short,157.0
passes_completed_medium,171.0
passes_medium,190.0
passes_completed_long,49.0
passes_long,82.0
passes_total_distance,6942.0
passes_free_kicks,14.0
through_balls,0.0
passes_pressure,50.0
passes_switches,5.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,4.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,2.0
sca,7.0
gca,1.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,17.0
passes_into_penalty_area,0.0
progressive_passes,20.0
carry_progressive_distance,836.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,24.0
interceptions,8.0
blocks,18.0
tackles_won,12.0
dribble_tackles,7.0
dribbles_vs,19.0
pressures,123.0
pressure_regains,44.0
clearances,31.0
errors,0.0
aerials_won,12.0
aerials_lost,6.0
ball_recoveries,84.0
pens_conceded,2.0
fouls,12.0
cards_yellow_red,0.0
