position,RB
minutes,1530.0
passes_completed,461.0
passes,767.0
dribbles_completed,16.0
dribbles,25.0
passes_completed_short,168.0
passes_short,209.0
passes_completed_medium,212.0
passes_medium,336.0
passes_completed_long,71.0
passes_long,175.0
passes_total_distance,9144.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,93.0
passes_switches,16.0
crosses,45.0
corner_kicks,0.0
passes_intercepted,16.0
passes_blocked,41.0
dispossessed,16.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,27.0
gca,4.0
xg,0.5
crosses_into_penalty_area,10.0
passes_into_final_third,51.0
passes_into_penalty_area,19.0
progressive_passes,74.0
carry_progressive_distance,1891.0
assisted_shots,16.0
fouled,28.0
pens_won,0.0
tackles,42.0
interceptions,8.0
blocks,30.0
tackles_won,20.0
dribble_tackles,10.0
dribbles_vs,22.0
pressures,135.0
pressure_regains,46.0
clearances,36.0
errors,0.0
aerials_won,16.0
aerials_lost,10.0
ball_recoveries,152.0
pens_conceded,1.0
fouls,14.0
cards_yellow_red,0.0
