position,LW
minutes,73
passes_completed,19
passes,24
dribbles_completed,0
dribbles,1
passes_completed_short,10
passes_short,11
passes_completed_medium,5
passes_medium,6
passes_completed_long,3
passes_long,4
passes_total_distance,353
passes_free_kicks,0
through_balls,0
passes_pressure,2
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,2
dispossessed,0
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,1
sca,0
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,44
assisted_shots,0
fouled,0
pens_won,0
tackles,0
interceptions,1
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,3
pressures,21
pressure_regains,3
clearances,0
errors,0
aerials_won,2
aerials_lost,2
ball_recoveries,4
pens_conceded,0
fouls,1
cards_yellow_red,0
