position,LW
minutes,550.0
passes_completed,215.0
passes,278.0
dribbles_completed,33.0
dribbles,52.0
passes_completed_short,134.0
passes_short,157.0
passes_completed_medium,72.0
passes_medium,87.0
passes_completed_long,6.0
passes_long,16.0
passes_total_distance,3074.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,51.0
passes_switches,4.0
crosses,7.0
corner_kicks,4.0
passes_intercepted,7.0
passes_blocked,17.0
dispossessed,11.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,5.0
sca,20.0
gca,1.0
xg,1.3
crosses_into_penalty_area,0.0
passes_into_final_third,16.0
passes_into_penalty_area,14.0
progressive_passes,31.0
carry_progressive_distance,1822.0
assisted_shots,10.0
fouled,10.0
pens_won,0.0
tackles,4.0
interceptions,2.0
blocks,9.0
tackles_won,4.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,75.0
pressure_regains,23.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,5.0
ball_recoveries,50.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
