position,RW
minutes,362.0
passes_completed,77.0
passes,102.0
dribbles_completed,1.0
dribbles,3.0
passes_completed_short,35.0
passes_short,43.0
passes_completed_medium,36.0
passes_medium,44.0
passes_completed_long,4.0
passes_long,10.0
passes_total_distance,1207.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,26.0
passes_switches,2.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,9.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,1.0
shots_total,9.0
shots_on_target,5.0
sca,8.0
gca,1.0
xg,2.5
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,10.0
carry_progressive_distance,283.0
assisted_shots,4.0
fouled,3.0
pens_won,0.0
tackles,3.0
interceptions,1.0
blocks,4.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,126.0
pressure_regains,27.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,8.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
