position,RM
minutes,196.0
passes_completed,93.0
passes,121.0
dribbles_completed,8.0
dribbles,9.0
passes_completed_short,44.0
passes_short,49.0
passes_completed_medium,31.0
passes_medium,40.0
passes_completed_long,15.0
passes_long,28.0
passes_total_distance,1713.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,22.0
passes_switches,8.0
crosses,13.0
corner_kicks,5.0
passes_intercepted,1.0
passes_blocked,1.0
dispossessed,9.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,14.0
gca,1.0
xg,0.5
crosses_into_penalty_area,6.0
passes_into_final_third,6.0
passes_into_penalty_area,9.0
progressive_passes,10.0
carry_progressive_distance,504.0
assisted_shots,5.0
fouled,2.0
pens_won,0.0
tackles,4.0
interceptions,1.0
blocks,0.0
tackles_won,2.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,24.0
pressure_regains,10.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
