position,DM
minutes,1637.0
passes_completed,770.0
passes,971.0
dribbles_completed,17.0
dribbles,24.0
passes_completed_short,329.0
passes_short,390.0
passes_completed_medium,313.0
passes_medium,384.0
passes_completed_long,110.0
passes_long,157.0
passes_total_distance,14525.0
passes_free_kicks,26.0
through_balls,1.0
passes_pressure,141.0
passes_switches,32.0
crosses,11.0
corner_kicks,1.0
passes_intercepted,14.0
passes_blocked,35.0
dispossessed,24.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,24.0
shots_on_target,8.0
sca,31.0
gca,4.0
xg,1.3000000000000003
crosses_into_penalty_area,4.0
passes_into_final_third,77.0
passes_into_penalty_area,15.0
progressive_passes,76.0
carry_progressive_distance,2065.0
assisted_shots,14.0
fouled,37.0
pens_won,0.0
tackles,33.0
interceptions,20.0
blocks,23.0
tackles_won,27.0
dribble_tackles,5.0
dribbles_vs,24.0
pressures,326.0
pressure_regains,85.0
clearances,32.0
errors,0.0
aerials_won,10.0
aerials_lost,20.0
ball_recoveries,214.0
pens_conceded,1.0
fouls,33.0
cards_yellow_red,0.0
