position,RM
minutes,230.0
passes_completed,60.0
passes,81.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,36.0
passes_short,48.0
passes_completed_medium,22.0
passes_medium,26.0
passes_completed_long,2.0
passes_long,6.0
passes_total_distance,926.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,18.0
passes_switches,2.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,2.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,1.0
progressive_passes,5.0
carry_progressive_distance,220.0
assisted_shots,1.0
fouled,2.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,3.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,53.0
pressure_regains,8.0
clearances,7.0
errors,0.0
aerials_won,2.0
aerials_lost,1.0
ball_recoveries,14.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
