position,RM
minutes,294.0
passes_completed,66.0
passes,102.0
dribbles_completed,4.0
dribbles,6.0
passes_completed_short,38.0
passes_short,58.0
passes_completed_medium,22.0
passes_medium,26.0
passes_completed_long,4.0
passes_long,10.0
passes_total_distance,1012.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,33.0
passes_switches,1.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,5.0
dispossessed,13.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,2.0
sca,6.0
gca,1.0
xg,0.9
crosses_into_penalty_area,0.0
passes_into_final_third,4.0
passes_into_penalty_area,2.0
progressive_passes,9.0
carry_progressive_distance,410.0
assisted_shots,2.0
fouled,7.0
pens_won,0.0
tackles,11.0
interceptions,2.0
blocks,7.0
tackles_won,8.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,84.0
pressure_regains,33.0
clearances,5.0
errors,0.0
aerials_won,10.0
aerials_lost,11.0
ball_recoveries,32.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
