position,RB
minutes,1981.0
passes_completed,844.0
passes,1165.0
dribbles_completed,39.0
dribbles,78.0
passes_completed_short,422.0
passes_short,509.0
passes_completed_medium,321.0
passes_medium,423.0
passes_completed_long,92.0
passes_long,181.0
passes_total_distance,14718.0
passes_free_kicks,32.0
through_balls,3.0
passes_pressure,173.0
passes_switches,37.0
crosses,45.0
corner_kicks,28.0
passes_intercepted,35.0
passes_blocked,52.0
dispossessed,40.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,4.0
sca,66.0
gca,4.0
xg,0.7
crosses_into_penalty_area,14.0
passes_into_final_third,78.0
passes_into_penalty_area,28.0
progressive_passes,111.0
carry_progressive_distance,3353.0
assisted_shots,38.0
fouled,48.0
pens_won,0.0
tackles,40.0
interceptions,30.0
blocks,35.0
tackles_won,26.0
dribble_tackles,6.0
dribbles_vs,30.0
pressures,444.0
pressure_regains,128.0
clearances,44.0
errors,1.0
aerials_won,15.0
aerials_lost,33.0
ball_recoveries,222.0
pens_conceded,0.0
fouls,33.0
cards_yellow_red,0.0
