position,DM
minutes,92.0
passes_completed,39.0
passes,53.0
dribbles_completed,3.0
dribbles,5.0
passes_completed_short,16.0
passes_short,18.0
passes_completed_medium,17.0
passes_medium,24.0
passes_completed_long,6.0
passes_long,11.0
passes_total_distance,830.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,7.0
passes_switches,4.0
crosses,8.0
corner_kicks,2.0
passes_intercepted,0.0
passes_blocked,2.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,5.0
carry_progressive_distance,214.0
assisted_shots,3.0
fouled,1.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,0.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,18.0
pressure_regains,6.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,14.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
