position,LW
minutes,90
passes_completed,29
passes,38
dribbles_completed,0
dribbles,1
passes_completed_short,14
passes_short,17
passes_completed_medium,15
passes_medium,17
passes_completed_long,0
passes_long,3
passes_total_distance,410
passes_free_kicks,0
through_balls,0
passes_pressure,6
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,2
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,3
carry_progressive_distance,49
assisted_shots,1
fouled,0
pens_won,0
tackles,2
interceptions,1
blocks,2
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,10
pressure_regains,2
clearances,3
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,9
pens_conceded,0
fouls,3
cards_yellow_red,0
