position,RW
minutes,166.0
passes_completed,51.0
passes,72.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,26.0
passes_short,26.0
passes_completed_medium,17.0
passes_medium,23.0
passes_completed_long,6.0
passes_long,20.0
passes_total_distance,862.0
passes_free_kicks,3.0
through_balls,1.0
passes_pressure,12.0
passes_switches,4.0
crosses,14.0
corner_kicks,3.0
passes_intercepted,0.0
passes_blocked,1.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,1.0
sca,8.0
gca,1.0
xg,0.30000000000000004
crosses_into_penalty_area,4.0
passes_into_final_third,2.0
passes_into_penalty_area,4.0
progressive_passes,2.0
carry_progressive_distance,190.0
assisted_shots,4.0
fouled,2.0
pens_won,0.0
tackles,7.0
interceptions,3.0
blocks,4.0
tackles_won,3.0
dribble_tackles,3.0
dribbles_vs,7.0
pressures,56.0
pressure_regains,12.0
clearances,3.0
errors,0.0
aerials_won,1.0
aerials_lost,1.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
