position,AM
minutes,193.0
passes_completed,64.0
passes,85.0
dribbles_completed,5.0
dribbles,7.0
passes_completed_short,23.0
passes_short,31.0
passes_completed_medium,31.0
passes_medium,37.0
passes_completed_long,5.0
passes_long,8.0
passes_total_distance,1098.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,24.0
passes_switches,2.0
crosses,2.0
corner_kicks,1.0
passes_intercepted,3.0
passes_blocked,3.0
dispossessed,2.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,4.0
gca,1.0
xg,0.1
crosses_into_penalty_area,2.0
passes_into_final_third,7.0
passes_into_penalty_area,3.0
progressive_passes,6.0
carry_progressive_distance,202.0
assisted_shots,4.0
fouled,5.0
pens_won,0.0
tackles,4.0
interceptions,0.0
blocks,0.0
tackles_won,4.0
dribble_tackles,2.0
dribbles_vs,3.0
pressures,38.0
pressure_regains,10.0
clearances,0.0
errors,0.0
aerials_won,3.0
aerials_lost,3.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
