position,FW
minutes,1888.0
passes_completed,282.0
passes,463.0
dribbles_completed,23.0
dribbles,53.0
passes_completed_short,189.0
passes_short,268.0
passes_completed_medium,74.0
passes_medium,134.0
passes_completed_long,8.0
passes_long,20.0
passes_total_distance,3573.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,143.0
passes_switches,0.0
crosses,12.0
corner_kicks,0.0
passes_intercepted,16.0
passes_blocked,24.0
dispossessed,33.0
goals,10.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,47.0
shots_on_target,23.0
sca,48.0
gca,10.0
xg,7.499999999999998
crosses_into_penalty_area,1.0
passes_into_final_third,14.0
passes_into_penalty_area,3.0
progressive_passes,15.0
carry_progressive_distance,1680.0
assisted_shots,14.0
fouled,38.0
pens_won,4.0
tackles,10.0
interceptions,5.0
blocks,22.0
tackles_won,7.0
dribble_tackles,1.0
dribbles_vs,8.0
pressures,418.0
pressure_regains,89.0
clearances,18.0
errors,0.0
aerials_won,105.0
aerials_lost,121.0
ball_recoveries,91.0
pens_conceded,0.0
fouls,59.0
cards_yellow_red,0.0
