position,RM
minutes,90
passes_completed,40
passes,52
dribbles_completed,1
dribbles,2
passes_completed_short,26
passes_short,32
passes_completed_medium,10
passes_medium,13
passes_completed_long,4
passes_long,6
passes_total_distance,642
passes_free_kicks,0
through_balls,0
passes_pressure,5
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,4
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,2
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,6
passes_into_penalty_area,1
progressive_passes,5
carry_progressive_distance,49
assisted_shots,1
fouled,2
pens_won,0
tackles,1
interceptions,0
blocks,3
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,24
pressure_regains,6
clearances,0
errors,0
aerials_won,3
aerials_lost,2
ball_recoveries,7
pens_conceded,0
fouls,1
cards_yellow_red,0
