position,RM
minutes,345.0
passes_completed,137.0
passes,179.0
dribbles_completed,7.0
dribbles,8.0
passes_completed_short,59.0
passes_short,66.0
passes_completed_medium,60.0
passes_medium,79.0
passes_completed_long,18.0
passes_long,30.0
passes_total_distance,2554.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,43.0
passes_switches,5.0
crosses,8.0
corner_kicks,7.0
passes_intercepted,7.0
passes_blocked,4.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,13.0
gca,2.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,18.0
passes_into_penalty_area,5.0
progressive_passes,19.0
carry_progressive_distance,568.0
assisted_shots,4.0
fouled,2.0
pens_won,0.0
tackles,12.0
interceptions,4.0
blocks,3.0
tackles_won,8.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,67.0
pressure_regains,24.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
