position,WB
minutes,270.0
passes_completed,32.0
passes,70.0
dribbles_completed,1.0
dribbles,5.0
passes_completed_short,10.0
passes_short,17.0
passes_completed_medium,15.0
passes_medium,24.0
passes_completed_long,6.0
passes_long,22.0
passes_total_distance,685.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,10.0
passes_switches,5.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,6.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,5.0
gca,0.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,1.0
passes_into_penalty_area,1.0
progressive_passes,5.0
carry_progressive_distance,389.0
assisted_shots,1.0
fouled,2.0
pens_won,0.0
tackles,13.0
interceptions,2.0
blocks,6.0
tackles_won,7.0
dribble_tackles,3.0
dribbles_vs,8.0
pressures,84.0
pressure_regains,18.0
clearances,9.0
errors,0.0
aerials_won,4.0
aerials_lost,3.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
