position,RM
minutes,360.0
passes_completed,98.0
passes,173.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,35.0
passes_short,51.0
passes_completed_medium,42.0
passes_medium,72.0
passes_completed_long,21.0
passes_long,45.0
passes_total_distance,2185.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,29.0
passes_switches,6.0
crosses,13.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,10.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,0.0
sca,9.0
gca,0.0
xg,0.2
crosses_into_penalty_area,3.0
passes_into_final_third,6.0
passes_into_penalty_area,6.0
progressive_passes,12.0
carry_progressive_distance,314.0
assisted_shots,3.0
fouled,2.0
pens_won,0.0
tackles,3.0
interceptions,11.0
blocks,3.0
tackles_won,3.0
dribble_tackles,2.0
dribbles_vs,3.0
pressures,36.0
pressure_regains,12.0
clearances,4.0
errors,0.0
aerials_won,5.0
aerials_lost,5.0
ball_recoveries,28.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
