position,DM
minutes,120.0
passes_completed,56.0
passes,72.0
dribbles_completed,2.0
dribbles,4.0
passes_completed_short,27.0
passes_short,29.0
passes_completed_medium,18.0
passes_medium,21.0
passes_completed_long,10.0
passes_long,19.0
passes_total_distance,1062.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,23.0
passes_switches,5.0
crosses,2.0
corner_kicks,6.0
passes_intercepted,2.0
passes_blocked,3.0
dispossessed,4.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,2.0
gca,1.0
xg,0.6000000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,10.0
passes_into_penalty_area,0.0
progressive_passes,3.0
carry_progressive_distance,262.0
assisted_shots,1.0
fouled,4.0
pens_won,0.0
tackles,4.0
interceptions,0.0
blocks,4.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,34.0
pressure_regains,10.0
clearances,1.0
errors,0.0
aerials_won,1.0
aerials_lost,3.0
ball_recoveries,7.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
