position,AM
minutes,90
passes_completed,22
passes,31
dribbles_completed,3
dribbles,4
passes_completed_short,12
passes_short,13
passes_completed_medium,8
passes_medium,14
passes_completed_long,1
passes_long,3
passes_total_distance,321
passes_free_kicks,1
through_balls,1
passes_pressure,9
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,0
sca,1
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,3
carry_progressive_distance,68
assisted_shots,1
fouled,4
pens_won,0
tackles,2
interceptions,0
blocks,1
tackles_won,2
dribble_tackles,2
dribbles_vs,4
pressures,16
pressure_regains,3
clearances,0
errors,0
aerials_won,2
aerials_lost,6
ball_recoveries,3
pens_conceded,0
fouls,1
cards_yellow_red,0
