position,WB
minutes,360.0
passes_completed,108.0
passes,154.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,50.0
passes_short,62.0
passes_completed_medium,41.0
passes_medium,53.0
passes_completed_long,14.0
passes_long,30.0
passes_total_distance,1972.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,26.0
passes_switches,6.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,6.0
dispossessed,5.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,2.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,9.0
carry_progressive_distance,289.0
assisted_shots,1.0
fouled,7.0
pens_won,0.0
tackles,7.0
interceptions,2.0
blocks,10.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,7.0
pressures,64.0
pressure_regains,10.0
clearances,13.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
