position,AM
minutes,2127.0
passes_completed,680.0
passes,881.0
dribbles_completed,49.0
dribbles,72.0
passes_completed_short,325.0
passes_short,388.0
passes_completed_medium,251.0
passes_medium,311.0
passes_completed_long,90.0
passes_long,138.0
passes_total_distance,12182.0
passes_free_kicks,10.0
through_balls,11.0
passes_pressure,148.0
passes_switches,29.0
crosses,26.0
corner_kicks,0.0
passes_intercepted,25.0
passes_blocked,32.0
dispossessed,37.0
goals,4.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,50.0
shots_on_target,14.0
sca,78.0
gca,13.0
xg,3.000000000000001
crosses_into_penalty_area,3.0
passes_into_final_third,65.0
passes_into_penalty_area,29.0
progressive_passes,102.0
carry_progressive_distance,2570.0
assisted_shots,29.0
fouled,47.0
pens_won,0.0
tackles,58.0
interceptions,31.0
blocks,57.0
tackles_won,36.0
dribble_tackles,17.0
dribbles_vs,58.0
pressures,683.0
pressure_regains,153.0
clearances,13.0
errors,0.0
aerials_won,16.0
aerials_lost,23.0
ball_recoveries,239.0
pens_conceded,0.0
fouls,51.0
cards_yellow_red,0.0
