position,FW
minutes,390.0
passes_completed,62.0
passes,103.0
dribbles_completed,6.0
dribbles,7.0
passes_completed_short,35.0
passes_short,49.0
passes_completed_medium,19.0
passes_medium,35.0
passes_completed_long,6.0
passes_long,13.0
passes_total_distance,1031.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,30.0
passes_switches,5.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,6.0
dispossessed,17.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,7.0
sca,11.0
gca,1.0
xg,2.2
crosses_into_penalty_area,0.0
passes_into_final_third,4.0
passes_into_penalty_area,3.0
progressive_passes,6.0
carry_progressive_distance,303.0
assisted_shots,4.0
fouled,10.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,9.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,80.0
pressure_regains,22.0
clearances,2.0
errors,0.0
aerials_won,11.0
aerials_lost,20.0
ball_recoveries,24.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
