position,LW
minutes,88
passes_completed,12
passes,20
dribbles_completed,0
dribbles,0
passes_completed_short,8
passes_short,12
passes_completed_medium,4
passes_medium,6
passes_completed_long,0
passes_long,2
passes_total_distance,172
passes_free_kicks,0
through_balls,1
passes_pressure,1
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,3
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,1
progressive_passes,4
carry_progressive_distance,106
assisted_shots,1
fouled,1
pens_won,0
tackles,0
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,8
pressure_regains,1
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,4
pens_conceded,0
fouls,2
cards_yellow_red,0
