position,CB
minutes,933.0
passes_completed,730.0
passes,802.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,147.0
passes_short,158.0
passes_completed_medium,462.0
passes_medium,489.0
passes_completed_long,119.0
passes_long,149.0
passes_total_distance,16257.0
passes_free_kicks,13.0
through_balls,0.0
passes_pressure,91.0
passes_switches,21.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,5.0
gca,2.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,27.0
passes_into_penalty_area,3.0
progressive_passes,43.0
carry_progressive_distance,1826.0
assisted_shots,1.0
fouled,12.0
pens_won,0.0
tackles,9.0
interceptions,11.0
blocks,18.0
tackles_won,5.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,56.0
pressure_regains,16.0
clearances,59.0
errors,1.0
aerials_won,19.0
aerials_lost,11.0
ball_recoveries,112.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
