position,LM
minutes,180.0
passes_completed,51.0
passes,70.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,28.0
passes_short,36.0
passes_completed_medium,16.0
passes_medium,22.0
passes_completed_long,7.0
passes_long,10.0
passes_total_distance,852.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,10.0
passes_switches,2.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,4.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,5.0
gca,1.0
xg,0.9
crosses_into_penalty_area,1.0
passes_into_final_third,3.0
passes_into_penalty_area,3.0
progressive_passes,10.0
carry_progressive_distance,317.0
assisted_shots,2.0
fouled,4.0
pens_won,0.0
tackles,6.0
interceptions,3.0
blocks,2.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,8.0
pressures,46.0
pressure_regains,17.0
clearances,7.0
errors,0.0
aerials_won,3.0
aerials_lost,1.0
ball_recoveries,14.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
