position,RW
minutes,79
passes_completed,14
passes,25
dribbles_completed,0
dribbles,1
passes_completed_short,4
passes_short,10
passes_completed_medium,6
passes_medium,7
passes_completed_long,1
passes_long,5
passes_total_distance,221
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,1
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,0
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,23
assisted_shots,0
fouled,0
pens_won,0
tackles,6
interceptions,1
blocks,3
tackles_won,1
dribble_tackles,4
dribbles_vs,7
pressures,25
pressure_regains,3
clearances,3
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,11
pens_conceded,0
fouls,3
cards_yellow_red,0
