position,WB
minutes,402.0
passes_completed,197.0
passes,251.0
dribbles_completed,10.0
dribbles,13.0
passes_completed_short,74.0
passes_short,82.0
passes_completed_medium,91.0
passes_medium,109.0
passes_completed_long,31.0
passes_long,52.0
passes_total_distance,3932.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,30.0
passes_switches,11.0
crosses,20.0
corner_kicks,10.0
passes_intercepted,3.0
passes_blocked,10.0
dispossessed,5.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,0.0
sca,10.0
gca,0.0
xg,0.4
crosses_into_penalty_area,5.0
passes_into_final_third,7.0
passes_into_penalty_area,10.0
progressive_passes,20.0
carry_progressive_distance,738.0
assisted_shots,8.0
fouled,7.0
pens_won,0.0
tackles,9.0
interceptions,4.0
blocks,6.0
tackles_won,4.0
dribble_tackles,5.0
dribbles_vs,12.0
pressures,59.0
pressure_regains,19.0
clearances,8.0
errors,0.0
aerials_won,4.0
aerials_lost,5.0
ball_recoveries,38.0
pens_conceded,1.0
fouls,8.0
cards_yellow_red,0.0
