position,RM
minutes,187.0
passes_completed,63.0
passes,82.0
dribbles_completed,1.0
dribbles,6.0
passes_completed_short,35.0
passes_short,37.0
passes_completed_medium,21.0
passes_medium,29.0
passes_completed_long,7.0
passes_long,12.0
passes_total_distance,1021.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,19.0
passes_switches,3.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,4.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,1.0
sca,7.0
gca,0.0
xg,0.30000000000000004
crosses_into_penalty_area,4.0
passes_into_final_third,2.0
passes_into_penalty_area,8.0
progressive_passes,8.0
carry_progressive_distance,368.0
assisted_shots,6.0
fouled,2.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,4.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,29.0
pressure_regains,5.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,16.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
