position,CM
minutes,443.0
passes_completed,108.0
passes,139.0
dribbles_completed,2.0
dribbles,8.0
passes_completed_short,63.0
passes_short,71.0
passes_completed_medium,37.0
passes_medium,51.0
passes_completed_long,6.0
passes_long,14.0
passes_total_distance,1652.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,28.0
passes_switches,6.0
crosses,13.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,2.0
dispossessed,8.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,6.0
sca,14.0
gca,2.0
xg,2.3000000000000003
crosses_into_penalty_area,1.0
passes_into_final_third,6.0
passes_into_penalty_area,6.0
progressive_passes,9.0
carry_progressive_distance,517.0
assisted_shots,6.0
fouled,11.0
pens_won,0.0
tackles,12.0
interceptions,3.0
blocks,4.0
tackles_won,5.0
dribble_tackles,6.0
dribbles_vs,11.0
pressures,134.0
pressure_regains,33.0
clearances,2.0
errors,0.0
aerials_won,2.0
aerials_lost,14.0
ball_recoveries,39.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
