position,CM
minutes,1144.0
passes_completed,293.0
passes,414.0
dribbles_completed,11.0
dribbles,15.0
passes_completed_short,133.0
passes_short,171.0
passes_completed_medium,110.0
passes_medium,147.0
passes_completed_long,42.0
passes_long,79.0
passes_total_distance,5370.0
passes_free_kicks,5.0
through_balls,3.0
passes_pressure,66.0
passes_switches,19.0
crosses,9.0
corner_kicks,3.0
passes_intercepted,7.0
passes_blocked,14.0
dispossessed,23.0
goals,2.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,4.0
sca,24.0
gca,5.0
xg,0.5
crosses_into_penalty_area,1.0
passes_into_final_third,32.0
passes_into_penalty_area,14.0
progressive_passes,46.0
carry_progressive_distance,1017.0
assisted_shots,9.0
fouled,34.0
pens_won,0.0
tackles,29.0
interceptions,7.0
blocks,31.0
tackles_won,21.0
dribble_tackles,9.0
dribbles_vs,27.0
pressures,261.0
pressure_regains,89.0
clearances,25.0
errors,0.0
aerials_won,13.0
aerials_lost,17.0
ball_recoveries,151.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
