position,DM
minutes,1117.0
passes_completed,641.0
passes,808.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,301.0
passes_short,349.0
passes_completed_medium,251.0
passes_medium,312.0
passes_completed_long,71.0
passes_long,119.0
passes_total_distance,11108.0
passes_free_kicks,32.0
through_balls,2.0
passes_pressure,111.0
passes_switches,13.0
crosses,13.0
corner_kicks,4.0
passes_intercepted,12.0
passes_blocked,15.0
dispossessed,8.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,19.0
gca,1.0
xg,0.0
crosses_into_penalty_area,2.0
passes_into_final_third,92.0
passes_into_penalty_area,9.0
progressive_passes,78.0
carry_progressive_distance,1645.0
assisted_shots,5.0
fouled,25.0
pens_won,0.0
tackles,38.0
interceptions,10.0
blocks,16.0
tackles_won,27.0
dribble_tackles,13.0
dribbles_vs,35.0
pressures,275.0
pressure_regains,96.0
clearances,9.0
errors,0.0
aerials_won,10.0
aerials_lost,12.0
ball_recoveries,174.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
