position,RW
minutes,906.0
passes_completed,333.0
passes,458.0
dribbles_completed,9.0
dribbles,17.0
passes_completed_short,159.0
passes_short,195.0
passes_completed_medium,146.0
passes_medium,190.0
passes_completed_long,20.0
passes_long,41.0
passes_total_distance,5611.0
passes_free_kicks,0.0
through_balls,5.0
passes_pressure,109.0
passes_switches,11.0
crosses,42.0
corner_kicks,3.0
passes_intercepted,11.0
passes_blocked,24.0
dispossessed,9.0
goals,4.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,20.0
shots_on_target,9.0
sca,37.0
gca,8.0
xg,4.2
crosses_into_penalty_area,4.0
passes_into_final_third,16.0
passes_into_penalty_area,17.0
progressive_passes,34.0
carry_progressive_distance,1176.0
assisted_shots,21.0
fouled,9.0
pens_won,0.0
tackles,24.0
interceptions,3.0
blocks,25.0
tackles_won,12.0
dribble_tackles,8.0
dribbles_vs,21.0
pressures,199.0
pressure_regains,49.0
clearances,4.0
errors,0.0
aerials_won,13.0
aerials_lost,16.0
ball_recoveries,55.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
