position,LB
minutes,90
passes_completed,38
passes,46
dribbles_completed,1
dribbles,3
passes_completed_short,16
passes_short,16
passes_completed_medium,17
passes_medium,21
passes_completed_long,2
passes_long,5
passes_total_distance,627
passes_free_kicks,0
through_balls,0
passes_pressure,4
passes_switches,5
crosses,0
corner_kicks,5
passes_intercepted,0
passes_blocked,1
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,1
sca,4
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,3
passes_into_penalty_area,1
progressive_passes,6
carry_progressive_distance,96
assisted_shots,3
fouled,0
pens_won,0
tackles,0
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,8
pressure_regains,3
clearances,1
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,7
pens_conceded,0
fouls,0
cards_yellow_red,0
