position,RW
minutes,151.0
passes_completed,38.0
passes,54.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,20.0
passes_short,28.0
passes_completed_medium,17.0
passes_medium,23.0
passes_completed_long,1.0
passes_long,3.0
passes_total_distance,604.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,6.0
passes_switches,0.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,1.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,1.0
sca,4.0
gca,0.0
xg,0.6000000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,2.0
passes_into_penalty_area,0.0
progressive_passes,3.0
carry_progressive_distance,210.0
assisted_shots,2.0
fouled,3.0
pens_won,0.0
tackles,4.0
interceptions,4.0
blocks,1.0
tackles_won,4.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,35.0
pressure_regains,11.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,17.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
