position,CM
minutes,1567.0
passes_completed,865.0
passes,1036.0
dribbles_completed,21.0
dribbles,31.0
passes_completed_short,316.0
passes_short,350.0
passes_completed_medium,346.0
passes_medium,399.0
passes_completed_long,195.0
passes_long,264.0
passes_total_distance,18921.0
passes_free_kicks,40.0
through_balls,8.0
passes_pressure,151.0
passes_switches,67.0
crosses,22.0
corner_kicks,40.0
passes_intercepted,22.0
passes_blocked,16.0
dispossessed,21.0
goals,1.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,21.0
shots_on_target,8.0
sca,68.0
gca,4.0
xg,1.5
crosses_into_penalty_area,5.0
passes_into_final_third,108.0
passes_into_penalty_area,26.0
progressive_passes,113.0
carry_progressive_distance,2475.0
assisted_shots,40.0
fouled,47.0
pens_won,0.0
tackles,47.0
interceptions,19.0
blocks,25.0
tackles_won,31.0
dribble_tackles,16.0
dribbles_vs,40.0
pressures,477.0
pressure_regains,112.0
clearances,12.0
errors,0.0
aerials_won,2.0
aerials_lost,9.0
ball_recoveries,165.0
pens_conceded,0.0
fouls,29.0
cards_yellow_red,0.0
