position,AM
minutes,90
passes_completed,36
passes,46
dribbles_completed,1
dribbles,1
passes_completed_short,26
passes_short,31
passes_completed_medium,7
passes_medium,11
passes_completed_long,3
passes_long,4
passes_total_distance,517
passes_free_kicks,0
through_balls,0
passes_pressure,13
passes_switches,1
crosses,1
corner_kicks,0
passes_intercepted,4
passes_blocked,0
dispossessed,4
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,1
sca,1
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,100
assisted_shots,0
fouled,1
pens_won,0
tackles,0
interceptions,2
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,3
pressure_regains,1
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,6
pens_conceded,0
fouls,1
cards_yellow_red,0
