position,DM
minutes,295.0
passes_completed,100.0
passes,133.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,51.0
passes_short,60.0
passes_completed_medium,36.0
passes_medium,48.0
passes_completed_long,10.0
passes_long,22.0
passes_total_distance,1658.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,24.0
passes_switches,4.0
crosses,3.0
corner_kicks,5.0
passes_intercepted,5.0
passes_blocked,0.0
dispossessed,8.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,6.0
gca,1.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,9.0
passes_into_penalty_area,3.0
progressive_passes,10.0
carry_progressive_distance,287.0
assisted_shots,5.0
fouled,6.0
pens_won,0.0
tackles,14.0
interceptions,2.0
blocks,4.0
tackles_won,11.0
dribble_tackles,5.0
dribbles_vs,10.0
pressures,50.0
pressure_regains,7.0
clearances,3.0
errors,0.0
aerials_won,1.0
aerials_lost,1.0
ball_recoveries,34.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
