position,CB
minutes,2790.0
passes_completed,1339.0
passes,1575.0
dribbles_completed,20.0
dribbles,26.0
passes_completed_short,290.0
passes_short,336.0
passes_completed_medium,769.0
passes_medium,845.0
passes_completed_long,271.0
passes_long,364.0
passes_total_distance,30519.0
passes_free_kicks,58.0
through_balls,1.0
passes_pressure,234.0
passes_switches,47.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,35.0
dispossessed,16.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,4.0
sca,20.0
gca,0.0
xg,0.9999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,77.0
passes_into_penalty_area,1.0
progressive_passes,77.0
carry_progressive_distance,4827.0
assisted_shots,4.0
fouled,17.0
pens_won,0.0
tackles,40.0
interceptions,44.0
blocks,60.0
tackles_won,28.0
dribble_tackles,16.0
dribbles_vs,40.0
pressures,253.0
pressure_regains,87.0
clearances,188.0
errors,3.0
aerials_won,64.0
aerials_lost,46.0
ball_recoveries,373.0
pens_conceded,1.0
fouls,20.0
cards_yellow_red,0.0
