position,DM
minutes,790.0
passes_completed,333.0
passes,384.0
dribbles_completed,6.0
dribbles,7.0
passes_completed_short,153.0
passes_short,174.0
passes_completed_medium,150.0
passes_medium,162.0
passes_completed_long,26.0
passes_long,34.0
passes_total_distance,5636.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,77.0
passes_switches,4.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,10.0
dispossessed,11.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,2.0
sca,4.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,22.0
passes_into_penalty_area,1.0
progressive_passes,16.0
carry_progressive_distance,686.0
assisted_shots,2.0
fouled,16.0
pens_won,0.0
tackles,19.0
interceptions,12.0
blocks,11.0
tackles_won,12.0
dribble_tackles,4.0
dribbles_vs,20.0
pressures,202.0
pressure_regains,48.0
clearances,10.0
errors,0.0
aerials_won,5.0
aerials_lost,6.0
ball_recoveries,117.0
pens_conceded,0.0
fouls,19.0
cards_yellow_red,0.0
