position,CM
minutes,90
passes_completed,39
passes,48
dribbles_completed,0
dribbles,0
passes_completed_short,16
passes_short,19
passes_completed_medium,18
passes_medium,19
passes_completed_long,5
passes_long,9
passes_total_distance,728
passes_free_kicks,1
through_balls,0
passes_pressure,6
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,1
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,4
carry_progressive_distance,117
assisted_shots,0
fouled,1
pens_won,0
tackles,4
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,1
dribbles_vs,5
pressures,13
pressure_regains,3
clearances,3
errors,0
aerials_won,2
aerials_lost,3
ball_recoveries,7
pens_conceded,0
fouls,1
cards_yellow_red,0
