position,CB
minutes,2049.0
passes_completed,778.0
passes,957.0
dribbles_completed,3.0
dribbles,3.0
passes_completed_short,241.0
passes_short,285.0
passes_completed_medium,396.0
passes_medium,468.0
passes_completed_long,133.0
passes_long,189.0
passes_total_distance,16235.0
passes_free_kicks,38.0
through_balls,0.0
passes_pressure,145.0
passes_switches,20.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,9.0
dispossessed,6.0
goals,4.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,27.0
shots_on_target,9.0
sca,12.0
gca,2.0
xg,4.5
crosses_into_penalty_area,0.0
passes_into_final_third,79.0
passes_into_penalty_area,2.0
progressive_passes,75.0
carry_progressive_distance,1782.0
assisted_shots,0.0
fouled,29.0
pens_won,0.0
tackles,47.0
interceptions,30.0
blocks,41.0
tackles_won,24.0
dribble_tackles,10.0
dribbles_vs,27.0
pressures,202.0
pressure_regains,69.0
clearances,193.0
errors,1.0
aerials_won,83.0
aerials_lost,43.0
ball_recoveries,344.0
pens_conceded,2.0
fouls,27.0
cards_yellow_red,0.0
