position,RM
minutes,152.0
passes_completed,64.0
passes,79.0
dribbles_completed,5.0
dribbles,7.0
passes_completed_short,33.0
passes_short,39.0
passes_completed_medium,27.0
passes_medium,31.0
passes_completed_long,2.0
passes_long,4.0
passes_total_distance,919.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,8.0
passes_switches,0.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,2.0
dispossessed,6.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,3.0
sca,12.0
gca,3.0
xg,0.8
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,3.0
progressive_passes,7.0
carry_progressive_distance,288.0
assisted_shots,4.0
fouled,3.0
pens_won,0.0
tackles,1.0
interceptions,1.0
blocks,2.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,24.0
pressure_regains,5.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
