position,FW
minutes,792.0
passes_completed,105.0
passes,147.0
dribbles_completed,9.0
dribbles,20.0
passes_completed_short,63.0
passes_short,81.0
passes_completed_medium,29.0
passes_medium,41.0
passes_completed_long,8.0
passes_long,12.0
passes_total_distance,1580.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,25.0
passes_switches,2.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,7.0
dispossessed,13.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,23.0
shots_on_target,14.0
sca,18.0
gca,4.0
xg,4.1
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,3.0
progressive_passes,9.0
carry_progressive_distance,533.0
assisted_shots,7.0
fouled,16.0
pens_won,0.0
tackles,3.0
interceptions,5.0
blocks,11.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,4.0
pressures,168.0
pressure_regains,49.0
clearances,3.0
errors,0.0
aerials_won,9.0
aerials_lost,20.0
ball_recoveries,35.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
