position,WB
minutes,1875.0
passes_completed,801.0
passes,1067.0
dribbles_completed,25.0
dribbles,41.0
passes_completed_short,352.0
passes_short,412.0
passes_completed_medium,336.0
passes_medium,413.0
passes_completed_long,103.0
passes_long,198.0
passes_total_distance,14921.0
passes_free_kicks,43.0
through_balls,0.0
passes_pressure,181.0
passes_switches,47.0
crosses,49.0
corner_kicks,54.0
passes_intercepted,21.0
passes_blocked,47.0
dispossessed,27.0
goals,1.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,1.0
sca,62.0
gca,7.0
xg,0.4
crosses_into_penalty_area,8.0
passes_into_final_third,47.0
passes_into_penalty_area,17.0
progressive_passes,67.0
carry_progressive_distance,3130.0
assisted_shots,44.0
fouled,23.0
pens_won,0.0
tackles,44.0
interceptions,17.0
blocks,32.0
tackles_won,20.0
dribble_tackles,20.0
dribbles_vs,29.0
pressures,256.0
pressure_regains,75.0
clearances,35.0
errors,0.0
aerials_won,10.0
aerials_lost,8.0
ball_recoveries,193.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
