position,CM
minutes,523.0
passes_completed,157.0
passes,210.0
dribbles_completed,9.0
dribbles,15.0
passes_completed_short,78.0
passes_short,102.0
passes_completed_medium,60.0
passes_medium,78.0
passes_completed_long,17.0
passes_long,25.0
passes_total_distance,2722.0
passes_free_kicks,3.0
through_balls,1.0
passes_pressure,28.0
passes_switches,2.0
crosses,4.0
corner_kicks,2.0
passes_intercepted,9.0
passes_blocked,5.0
dispossessed,8.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,0.0
sca,15.0
gca,4.0
xg,0.4
crosses_into_penalty_area,0.0
passes_into_final_third,19.0
passes_into_penalty_area,10.0
progressive_passes,27.0
carry_progressive_distance,892.0
assisted_shots,7.0
fouled,11.0
pens_won,0.0
tackles,13.0
interceptions,6.0
blocks,4.0
tackles_won,6.0
dribble_tackles,3.0
dribbles_vs,8.0
pressures,115.0
pressure_regains,28.0
clearances,3.0
errors,0.0
aerials_won,2.0
aerials_lost,3.0
ball_recoveries,59.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
