position,DM
minutes,1279.0
passes_completed,1037.0
passes,1165.0
dribbles_completed,14.0
dribbles,17.0
passes_completed_short,479.0
passes_short,536.0
passes_completed_medium,397.0
passes_medium,436.0
passes_completed_long,135.0
passes_long,153.0
passes_total_distance,18643.0
passes_free_kicks,29.0
through_balls,2.0
passes_pressure,190.0
passes_switches,47.0
crosses,2.0
corner_kicks,2.0
passes_intercepted,16.0
passes_blocked,16.0
dispossessed,13.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,0.0
sca,26.0
gca,4.0
xg,0.7999999999999999
crosses_into_penalty_area,0.0
passes_into_final_third,80.0
passes_into_penalty_area,10.0
progressive_passes,70.0
carry_progressive_distance,1693.0
assisted_shots,10.0
fouled,14.0
pens_won,0.0
tackles,47.0
interceptions,19.0
blocks,24.0
tackles_won,32.0
dribble_tackles,17.0
dribbles_vs,42.0
pressures,257.0
pressure_regains,88.0
clearances,23.0
errors,0.0
aerials_won,15.0
aerials_lost,16.0
ball_recoveries,188.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
